date,city,pm2.5,pm10,no2,so2,co,o3,nh3,aqi
2015-01-17,Delhi,196.46,356.2,53.04,5.13,8.87,25.77,125.49,360.0
2015-01-18,Delhi,201.51,359.75,53.77,5.43,8.99,23.22,120.45,370.0
2015-01-19,Delhi,183.35,305.13,39.88,4.21,9.02,25.34,148.49,362.0
2015-01-20,Delhi,165.63,257.04,34.23,4.11,8.03,22.69,146.31,340.0
2015-01-21,Delhi,159.54,235.27,22.56,7.05,9.01,18.56,63.23,338.0
2015-01-22,Delhi,143.68,183.89,21.82,8.64,10.58,6.94,39.65,332.0
2015-01-23,Delhi,128.73,136.07,17.35,6.77,8.74,10.91,39.98,254.0
2015-01-24,Delhi,164.98,200.02,15.77,8.89,9.39,9.35,38.77,324.0
2015-01-25,Delhi,148.59,203.81,20.83,5.96,11.44,16.65,45.62,333.0
2015-01-26,Delhi,129.34,137.86,25.66,6.78,10.19,18.18,60.96,292.0
2015-01-27,Delhi,154.2,217.2,30.39,6.42,10.36,17.11,40.96,318.0
2015-01-28,Delhi,134.6,156.9,28.6,5.21,10.21,15.23,49.71,295.0
2015-01-29,Delhi,173.13,277.0,38.34,5.53,11.74,16.29,62.03,327.0
2015-01-30,Delhi,178.04,272.61,38.43,6.43,11.58,14.91,69.78,345.0
2015-01-31,Delhi,158.59,207.06,41.36,5.03,8.7,17.51,67.66,334.0
2015-02-01,Delhi,211.59,371.05,58.17,9.9,13.08,23.28,96.69,358.0
2015-02-02,Delhi,163.64,219.84,37.25,5.31,10.59,28.38,84.49,349.0
2015-02-03,Delhi,157.71,194.09,31.05,5.64,8.21,28.56,66.38,334.0
2015-02-04,Delhi,137.26,147.08,29.69,5.06,9.11,15.07,53.28,313.0
2015-02-05,Delhi,131.76,127.42,36.51,4.85,8.18,21.7,51.24,262.0
2015-02-06,Delhi,151.6,330.99,67.0,9.13,5.51,33.92,63.45,303.0
2015-02-07,Delhi,160.75,210.52,57.69,6.91,10.28,43.44,58.15,329.0
2015-02-08,Delhi,145.34,215.69,50.39,8.66,5.39,30.43,66.72,323.0
2015-02-09,Delhi,134.67,109.86,39.18,9.7,5.11,20.62,74.29,266.0
2015-02-10,Delhi,153.07,218.23,42.2,5.81,10.88,19.02,79.54,319.0
2015-02-11,Delhi,116.91,316.14,53.63,7.54,12.64,27.17,95.13,334.0
2015-02-12,Delhi,177.98,394.97,42.73,9.2,13.75,25.58,69.47,342.0
2015-02-13,Delhi,167.01,328.43,44.61,7.77,11.26,27.62,83.96,341.0
2015-02-14,Delhi,193.96,412.46,53.81,9.36,11.73,34.22,137.27,377.0
2015-02-15,Delhi,184.06,497.37,58.15,9.13,13.78,40.91,61.89,391.0
2015-02-16,Delhi,152.62,310.74,44.22,6.79,11.55,34.36,74.74,358.0
2015-02-17,Delhi,161.27,195.78,25.4,5.6,10.3,41.62,75.66,327.0
2015-02-18,Delhi,188.2,253.53,60.29,8.65,16.23,36.54,79.83,365.0
2015-02-19,Delhi,159.97,193.78,40.51,5.08,13.11,31.88,81.44,352.0
2015-02-20,Delhi,144.12,162.2,34.71,5.93,11.45,31.61,81.04,317.0
2015-02-21,Delhi,155.38,191.03,45.11,12.24,14.21,30.11,69.59,320.0
2015-02-22,Delhi,124.1,107.61,31.83,5.68,9.73,27.19,70.25,279.0
2015-02-23,Delhi,141.39,157.01,38.23,9.43,9.29,36.86,36.38,281.0
2015-02-24,Delhi,170.16,238.33,48.4,9.28,14.17,37.39,34.14,354.0
2015-02-25,Delhi,148.19,169.57,29.28,5.94,14.13,31.57,34.91,340.0
2015-02-26,Delhi,140.78,171.64,20.95,6.98,13.61,28.72,23.22,323.0
2015-02-27,Delhi,130.42,163.67,24.75,12.12,12.78,34.08,22.36,315.0
2015-02-28,Delhi,105.86,169.28,20.65,12.48,11.8,41.38,16.49,310.0
2015-03-01,Delhi,71.83,98.89,21.42,10.99,11.62,22.51,12.44,324.0
2015-03-02,Delhi,53.71,60.15,13.43,3.21,10.19,22.08,19.11,226.0
2015-03-03,Delhi,83.49,112.1,23.75,5.07,11.72,20.83,16.04,266.0
2015-03-04,Delhi,91.07,139.15,24.28,4.68,10.64,25.83,17.44,200.0
2015-03-05,Delhi,106.57,196.19,31.12,5.97,9.36,32.88,28.86,275.0
2015-03-06,Delhi,101.75,163.14,26.59,5.96,10.55,33.67,32.04,322.0
2015-03-07,Delhi,77.57,90.54,19.15,5.18,9.48,23.09,16.83,216.0
2015-03-08,Delhi,63.24,80.2,20.35,3.98,8.19,20.71,16.12,108.0
2015-03-09,Delhi,76.62,117.38,18.21,4.2,9.02,22.85,15.2,197.0
2015-03-10,Delhi,86.7,150.92,18.82,3.84,7.98,25.87,18.88,238.0
2015-03-11,Delhi,104.29,176.2,25.63,6.3,10.76,29.62,29.48,274.0
2015-03-12,Delhi,115.93,203.75,32.29,7.03,11.3,35.05,30.72,315.0
2015-03-13,Delhi,108.66,173.89,30.75,10.65,10.23,34.05,23.31,307.0
2015-03-14,Delhi,67.94,105.29,29.78,10.14,9.18,23.39,29.21,208.0
2015-03-15,Delhi,38.89,46.68,17.76,4.25,8.23,22.0,30.59,165.0
2015-03-16,Delhi,45.39,74.14,17.14,8.8,7.87,25.55,33.16,188.0
2015-03-17,Delhi,55.55,104.33,20.96,7.19,10.45,23.11,39.8,217.0
2015-03-18,Delhi,50.59,95.56,16.6,3.6,7.83,27.5,39.16,191.0
2015-03-19,Delhi,69.51,136.67,23.77,4.97,7.89,27.07,36.77,240.0
2015-03-20,Delhi,96.62,168.0,29.04,6.66,9.59,29.01,35.07,229.0
2015-03-21,Delhi,96.28,172.91,29.21,7.31,8.82,25.97,32.01,248.0
2015-03-22,Delhi,72.2,122.12,20.27,4.4,8.5,25.48,32.52,204.0
2015-03-23,Delhi,78.47,131.42,23.04,4.07,8.6,27.1,32.13,271.0
2015-03-24,Delhi,91.87,179.36,30.01,7.35,10.1,34.78,31.79,290.0
2015-03-25,Delhi,107.26,201.08,33.82,11.82,11.69,45.78,27.92,340.0
2015-03-26,Delhi,109.78,217.9,33.02,9.3,12.67,40.0,28.0,358.0
2015-03-27,Delhi,62.27,117.81,24.76,10.91,9.29,31.08,27.34,287.0
2015-03-28,Delhi,102.22,212.96,29.41,17.16,10.47,40.23,32.82,323.0
2015-03-29,Delhi,104.36,202.01,33.86,16.92,14.42,32.84,37.35,360.0
2015-03-30,Delhi,44.19,57.0,17.6,7.75,9.58,26.81,28.77,268.0
2015-03-31,Delhi,55.66,78.64,20.13,9.34,9.56,34.15,30.62,283.0
2015-04-01,Delhi,112.86,167.6,32.71,19.48,10.15,38.45,36.05,309.0
2015-04-02,Delhi,78.51,112.78,20.54,14.37,6.72,35.54,31.04,249.0
2015-04-03,Delhi,66.52,76.05,18.47,10.62,8.24,24.85,35.48,245.0
2015-04-04,Delhi,62.56,86.11,24.96,12.94,5.52,27.98,28.46,229.0
2015-04-05,Delhi,78.61,145.1,27.75,16.72,7.97,40.79,32.3,234.0
2015-04-06,Delhi,119.7,195.47,32.83,16.63,11.01,30.32,44.66,343.0
2015-04-07,Delhi,66.09,95.81,24.47,8.34,7.29,43.23,29.78,262.0
2015-04-08,Delhi,95.34,120.2,34.72,17.99,9.28,61.68,24.84,308.0
2015-04-09,Delhi,63.57,148.17,35.15,10.48,6.57,35.18,30.04,293.0
2015-04-10,Delhi,96.56,203.67,52.77,15.8,4.63,59.88,30.32,290.0
2015-04-11,Delhi,131.39,234.65,59.52,21.5,5.84,73.72,34.01,375.0
2015-04-12,Delhi,75.35,91.73,45.3,13.08,7.73,49.21,28.79,293.0
2015-04-13,Delhi,86.49,116.62,50.3,14.99,3.67,62.52,38.86,247.0
2015-04-14,Delhi,77.07,132.68,42.65,14.04,6.85,55.44,36.68,232.0
2015-04-15,Delhi,98.79,161.43,47.41,13.75,11.65,31.14,34.8,316.0
2015-04-16,Delhi,81.81,164.56,44.06,21.44,5.94,59.29,37.84,295.0
2015-04-17,Delhi,65.78,180.67,40.09,14.34,7.38,54.47,30.04,246.0
2015-04-18,Delhi,119.82,268.65,51.11,17.21,8.21,65.72,28.99,378.0
2015-04-19,Delhi,125.53,308.82,64.73,18.02,8.84,65.08,34.39,406.0
2015-04-20,Delhi,121.51,336.63,60.41,20.98,6.75,87.04,33.63,392.0
2015-04-21,Delhi,114.5,327.81,50.7,19.38,6.84,74.49,30.3,391.0
2015-04-22,Delhi,101.83,279.41,55.27,19.29,7.36,69.41,24.36,368.0
2015-04-23,Delhi,118.57,273.68,76.46,21.81,6.58,76.14,29.32,365.0
2015-04-24,Delhi,143.22,313.53,88.61,26.89,6.42,89.42,36.5,383.0
2015-04-25,Delhi,106.76,318.88,58.87,17.56,6.75,93.54,37.0,367.0
2015-04-26,Delhi,65.36,160.3,31.23,12.67,8.44,77.43,32.83,334.0
2015-04-27,Delhi,67.08,174.5,35.54,11.92,4.76,70.74,32.27,258.0
2015-04-28,Delhi,81.37,141.25,34.88,13.97,4.67,70.42,29.46,234.0
2015-04-29,Delhi,63.76,131.56,42.98,13.98,7.16,61.86,29.93,257.0
2015-04-30,Delhi,60.56,171.42,43.9,12.85,7.33,60.18,29.08,259.0
2015-05-01,Delhi,76.1,192.81,42.99,13.1,7.63,53.16,26.55,279.0
2015-05-02,Delhi,72.66,206.1,62.09,16.16,9.46,43.06,26.99,312.0
2015-05-03,Delhi,121.94,334.02,83.3,19.43,11.95,41.71,35.46,372.0
2015-05-04,Delhi,108.98,326.71,85.5,17.53,8.08,37.7,31.33,387.0
2015-05-05,Delhi,145.99,366.85,107.85,26.0,6.65,50.27,35.82,408.0
2015-05-06,Delhi,171.33,346.98,87.88,25.26,7.1,92.66,39.27,398.0
2015-05-07,Delhi,117.76,343.12,63.18,24.63,9.64,75.6,35.52,403.0
2015-05-08,Delhi,90.66,305.38,56.54,20.79,6.65,74.84,30.52,361.0
2015-05-09,Delhi,106.4,285.38,63.57,18.15,9.35,76.38,34.25,378.0
2015-05-10,Delhi,101.21,283.47,57.51,16.92,10.6,67.97,31.32,381.0
2015-05-11,Delhi,97.57,336.82,42.7,15.11,8.79,87.93,36.11,388.0
2015-05-12,Delhi,96.34,293.26,43.04,10.84,6.27,83.43,52.21,346.0
2015-05-13,Delhi,83.42,174.52,48.61,9.08,8.14,55.62,56.95,328.0
2015-05-14,Delhi,78.06,196.08,42.22,10.42,7.24,57.1,47.74,291.0
2015-05-15,Delhi,97.87,240.34,63.55,15.02,10.81,77.87,44.08,396.0
2015-05-16,Delhi,77.52,186.28,75.5,15.03,6.17,73.24,41.94,297.0
2015-05-17,Delhi,97.16,188.39,57.63,20.15,8.4,70.29,43.23,345.0
2015-05-18,Delhi,66.85,172.35,47.64,15.04,7.46,79.02,40.95,296.0
2015-05-19,Delhi,89.85,240.31,75.47,14.58,8.04,79.55,40.32,319.0
2015-05-20,Delhi,67.41,176.25,52.69,20.3,6.11,57.17,42.24,282.0
2015-05-21,Delhi,75.54,335.13,53.03,14.85,8.25,42.61,56.95,352.0
2015-05-22,Delhi,67.91,235.99,56.84,14.77,8.32,64.34,45.91,338.0
2015-05-23,Delhi,69.02,313.73,52.79,10.73,7.06,66.63,36.5,321.0
2015-05-24,Delhi,79.1,251.52,56.29,18.96,8.56,60.08,37.22,295.0
2015-05-25,Delhi,117.27,340.66,60.65,11.78,7.66,95.72,40.26,344.0
2015-05-26,Delhi,96.09,311.08,51.77,9.9,5.25,79.4,33.51,337.0
2015-05-27,Delhi,84.71,231.35,70.43,17.48,8.54,80.71,29.05,355.0
2015-05-28,Delhi,182.76,436.17,72.67,14.33,6.89,83.33,35.74,371.0
2015-05-29,Delhi,106.61,275.6,64.94,12.9,8.48,76.1,41.74,414.0
2015-05-30,Delhi,92.68,239.12,65.26,17.68,7.59,69.95,40.66,366.0
2015-05-31,Delhi,73.62,236.8,41.86,13.08,7.12,87.47,36.27,346.0
2015-06-01,Delhi,49.42,175.39,48.55,9.96,5.03,72.89,35.12,289.0
2015-06-02,Delhi,52.51,117.86,54.29,6.73,6.67,56.2,46.09,297.0
2015-06-03,Delhi,65.28,137.7,65.25,6.31,4.98,41.92,54.47,268.0
2015-06-04,Delhi,85.45,170.55,62.38,5.53,3.83,63.0,57.58,259.0
2015-06-05,Delhi,83.02,241.67,62.63,4.12,11.36,52.03,75.0,327.0
2015-06-06,Delhi,44.54,119.29,46.37,7.37,11.94,37.09,71.88,384.0
2015-06-07,Delhi,85.03,186.2,77.07,9.53,3.51,88.63,46.57,299.0
2015-06-08,Delhi,137.7,269.3,109.34,10.44,1.56,86.2,50.63,282.0
2015-06-09,Delhi,136.05,393.7,76.88,8.84,1.38,58.0,46.56,442.0
2015-06-10,Delhi,63.77,166.31,31.27,5.91,2.58,56.84,43.33,309.0
2015-06-11,Delhi,115.57,259.73,32.99,6.02,1.24,138.5,35.31,270.0
2015-06-12,Delhi,83.29,180.06,36.36,5.52,1.19,68.6,40.11,239.0
2015-06-13,Delhi,73.7,158.24,52.9,5.34,1.36,53.02,41.36,214.0
2015-06-14,Delhi,74.56,121.44,68.76,5.33,1.35,60.88,56.02,166.0
2015-06-15,Delhi,106.11,206.42,72.79,6.3,1.62,86.86,60.68,234.0
2015-06-16,Delhi,132.21,282.05,81.57,6.16,1.73,82.42,59.1,331.0
2015-06-17,Delhi,123.56,271.79,70.96,6.95,1.57,74.01,55.88,327.0
2015-06-18,Delhi,132.21,268.84,94.25,9.31,1.82,87.24,59.55,313.0
2015-06-19,Delhi,110.65,216.46,65.21,7.8,1.38,76.58,55.65,284.0
2015-06-20,Delhi,80.31,160.22,52.7,10.22,1.29,69.37,48.06,239.0
2015-06-21,Delhi,59.73,82.7,50.78,6.11,1.59,52.78,66.21,149.0
2015-06-22,Delhi,85.4,139.2,58.88,6.18,1.34,59.49,50.28,172.0
2015-06-23,Delhi,101.99,152.18,61.18,7.9,1.41,77.04,51.94,226.0
2015-06-24,Delhi,126.07,214.45,60.31,8.09,1.37,83.13,62.47,261.0
2015-06-25,Delhi,37.59,62.38,44.72,7.67,1.25,46.7,50.86,188.0
2015-06-26,Delhi,76.0,182.48,46.88,6.84,1.04,60.99,45.56,192.0
2015-06-27,Delhi,69.46,195.2,38.55,7.28,1.01,53.19,42.36,207.0
2015-06-28,Delhi,79.84,214.78,47.19,7.53,1.13,58.34,41.99,219.0
2015-06-29,Delhi,48.5,96.78,38.37,7.74,1.07,52.21,43.97,193.0
2015-06-30,Delhi,53.79,109.92,46.06,9.15,1.05,58.33,41.11,170.0
2015-07-01,Delhi,57.99,135.43,49.64,8.88,1.06,61.42,40.5,185.0
2015-07-02,Delhi,67.12,175.9,52.45,6.86,1.12,61.7,39.09,220.0
2015-07-03,Delhi,65.25,219.31,37.09,8.91,0.99,59.66,37.32,225.0
2015-07-04,Delhi,88.75,212.16,35.54,7.24,0.98,56.61,61.61,250.0
2015-07-05,Delhi,135.92,435.2,36.89,6.42,1.17,58.36,64.99,282.0
2015-07-06,Delhi,60.27,143.86,44.07,7.91,1.1,58.07,38.68,298.0
2015-07-07,Delhi,52.2,78.64,51.7,7.82,1.34,53.72,42.09,175.0
2015-07-08,Delhi,67.92,127.38,52.69,7.94,1.17,53.94,42.84,217.0
2015-07-09,Delhi,65.95,128.93,53.39,7.86,1.4,42.58,48.61,234.0
2015-07-10,Delhi,47.68,95.1,46.71,8.97,1.26,35.79,53.64,188.0
2015-07-11,Delhi,29.08,41.31,51.39,8.61,7.23,54.03,42.6,253.0
2015-07-12,Delhi,32.29,34.16,32.77,7.15,1.27,40.41,48.01,198.0
2015-07-13,Delhi,36.68,54.36,37.71,8.11,1.3,37.7,41.83,148.0
2015-07-14,Delhi,44.48,112.83,43.46,8.04,1.3,46.71,49.32,141.0
2015-07-15,Delhi,63.79,243.97,38.05,9.62,1.07,52.2,44.18,218.0
2015-07-16,Delhi,77.2,244.69,36.72,10.29,1.02,72.44,31.83,268.0
2015-07-17,Delhi,77.99,148.95,42.07,12.46,1.88,61.43,40.17,232.0
2015-07-18,Delhi,71.11,148.87,48.79,10.77,1.84,56.32,42.26,204.0
2015-07-19,Delhi,67.39,144.11,52.87,10.4,1.28,59.05,42.68,220.0
2015-07-20,Delhi,49.58,83.22,62.37,10.17,1.24,61.55,41.37,223.0
2015-07-21,Delhi,40.97,78.76,46.3,12.19,1.14,46.98,38.36,218.0
2015-07-22,Delhi,38.97,85.89,41.41,20.43,2.73,44.49,36.49,165.0
2015-07-23,Delhi,34.02,81.25,39.98,16.71,2.42,49.72,33.95,155.0
2015-07-24,Delhi,46.13,94.49,43.99,16.01,0.98,47.11,37.38,154.0
2015-07-25,Delhi,46.01,97.0,42.86,15.58,1.0,45.9,37.05,184.0
2015-07-26,Delhi,29.81,86.01,30.66,15.09,0.81,40.73,33.05,150.0
2015-07-27,Delhi,22.82,53.28,33.21,12.69,0.83,36.65,30.92,125.0
2015-07-28,Delhi,24.69,51.98,40.25,7.61,0.74,38.49,28.99,160.0
2015-07-29,Delhi,29.04,56.7,35.69,9.68,0.66,35.89,28.56,142.0
2015-07-30,Delhi,25.76,47.91,32.96,9.49,1.2,26.26,29.31,181.0
2015-07-31,Delhi,37.85,122.18,35.9,9.7,1.6,36.57,25.17,196.0
2015-08-01,Delhi,41.32,126.33,35.14,10.8,1.08,41.27,23.1,181.0
2015-08-02,Delhi,47.81,123.24,37.96,10.27,0.82,46.38,24.2,213.0
2015-08-03,Delhi,56.02,154.28,40.17,8.75,0.78,45.97,30.76,175.0
2015-08-04,Delhi,54.46,136.88,46.74,9.72,1.21,56.88,31.77,184.0
2015-08-05,Delhi,59.13,117.08,52.78,10.41,1.67,54.66,37.94,228.0
2015-08-06,Delhi,65.47,126.56,52.51,10.73,1.17,60.57,37.79,214.0
2015-08-07,Delhi,64.58,154.92,48.24,10.22,1.75,68.17,39.64,254.0
2015-08-08,Delhi,70.05,149.92,50.51,7.68,2.26,62.76,43.18,258.0
2015-08-09,Delhi,55.51,105.17,39.47,5.83,1.24,45.4,36.5,244.0
2015-08-10,Delhi,82.27,140.54,45.46,6.9,1.43,61.52,35.68,209.0
2015-08-11,Delhi,77.04,137.74,49.43,6.23,2.11,62.67,41.69,283.0
2015-08-12,Delhi,52.45,87.66,45.71,6.69,1.3,55.37,39.85,223.0
2015-08-13,Delhi,61.66,116.55,52.76,9.82,1.16,80.63,39.16,205.0
2015-08-14,Delhi,65.67,159.75,50.96,10.82,1.52,69.27,38.58,252.0
2015-08-15,Delhi,51.4,91.81,44.4,10.53,0.94,44.93,33.42,198.0
2015-08-16,Delhi,55.71,93.33,48.39,10.46,1.06,44.79,33.29,197.0
2015-08-17,Delhi,61.84,134.2,44.41,11.22,1.09,45.05,29.73,184.0
2015-08-18,Delhi,60.65,126.2,56.15,12.39,1.02,48.86,32.71,197.0
2015-08-19,Delhi,34.42,124.17,36.47,9.63,0.87,38.86,25.85,140.0
2015-08-20,Delhi,40.83,210.86,32.0,11.59,0.78,42.13,20.57,232.0
2015-08-21,Delhi,50.97,214.05,35.87,12.09,1.12,57.47,21.67,271.0
2015-08-22,Delhi,46.74,149.06,40.28,9.56,0.9,52.48,28.2,207.0
2015-08-23,Delhi,44.67,138.12,33.76,9.53,0.78,33.94,33.25,127.0
2015-08-24,Delhi,37.39,108.4,44.61,10.67,0.97,38.73,38.16,123.0
2015-08-25,Delhi,52.06,222.39,39.88,9.12,0.93,44.9,36.07,175.0
2015-08-26,Delhi,57.52,236.94,37.85,9.36,1.08,40.43,31.88,245.0
2015-08-27,Delhi,61.47,237.68,40.41,10.59,1.35,56.61,25.74,248.0
2015-08-28,Delhi,77.76,206.22,50.74,11.92,1.64,64.07,32.56,247.0
2015-08-29,Delhi,68.53,260.48,49.3,11.11,1.09,65.56,31.16,292.0
2015-08-30,Delhi,57.85,230.76,39.84,10.39,1.11,62.61,28.16,266.0
2015-08-31,Delhi,51.67,220.14,32.53,12.77,0.96,60.73,23.0,288.0
2015-09-01,Delhi,73.78,230.34,27.42,10.45,1.28,61.33,18.96,210.0
2015-09-02,Delhi,97.63,318.24,29.16,10.79,1.14,72.47,18.6,298.0
2015-09-03,Delhi,99.5,278.36,35.31,9.82,1.17,72.94,17.86,315.0
2015-09-04,Delhi,97.31,284.54,41.7,14.94,1.36,71.5,23.02,368.0
2015-09-05,Delhi,76.43,201.89,29.5,16.93,1.38,56.59,26.99,266.0
2015-09-06,Delhi,61.69,168.63,27.81,16.71,1.19,49.32,23.17,174.0
2015-09-07,Delhi,55.19,179.42,35.49,12.97,1.04,52.24,23.76,199.0
2015-09-08,Delhi,63.79,219.51,38.36,10.92,1.07,61.95,27.35,217.0
2015-09-09,Delhi,58.48,195.05,36.2,11.57,1.02,68.21,22.77,238.0
2015-09-10,Delhi,60.29,184.78,42.1,11.53,1.06,68.49,24.07,230.0
2015-09-11,Delhi,67.35,181.99,46.81,10.98,1.13,68.81,34.81,218.0
2015-09-12,Delhi,87.55,178.57,54.45,10.51,1.22,69.36,46.05,226.0
2015-09-13,Delhi,84.57,171.76,45.36,9.91,1.21,64.05,51.19,202.0
2015-09-14,Delhi,111.58,236.34,60.71,10.43,1.51,79.29,43.99,274.0
2015-09-15,Delhi,108.78,217.16,56.31,10.4,1.37,75.63,46.66,289.0
2015-09-16,Delhi,91.18,190.99,46.44,9.27,1.15,69.61,49.72,235.0
2015-09-17,Delhi,104.85,250.21,60.96,11.68,1.4,85.86,48.13,285.0
2015-09-18,Delhi,56.19,129.11,43.3,10.85,1.22,48.8,40.48,209.0
2015-09-19,Delhi,67.62,125.24,49.83,9.75,1.14,51.78,47.21,132.0
2015-09-20,Delhi,64.38,141.89,62.73,9.27,1.1,58.49,39.93,179.0
2015-09-21,Delhi,45.65,109.7,62.69,13.55,1.16,48.02,27.96,136.0
2015-09-22,Delhi,35.75,70.38,38.78,11.57,0.95,39.83,23.06,104.0
2015-09-23,Delhi,34.89,101.42,31.17,12.34,0.98,37.26,18.66,95.0
2015-09-24,Delhi,63.06,187.9,39.16,13.26,1.21,48.78,18.24,175.0
2015-09-25,Delhi,82.39,222.71,45.09,11.8,1.5,53.1,22.95,290.0
2015-09-26,Delhi,88.08,254.8,45.96,11.17,1.63,54.87,29.98,282.0
2015-09-27,Delhi,89.75,252.06,44.13,9.76,1.49,68.69,30.43,298.0
2015-09-28,Delhi,69.57,190.18,43.41,10.38,1.25,53.82,26.35,240.0
2015-09-29,Delhi,68.34,172.35,48.19,10.68,1.16,54.68,25.2,188.0
2015-09-30,Delhi,61.08,155.26,42.91,9.59,1.1,52.91,21.93,187.0
2015-10-01,Delhi,85.7,205.18,54.68,11.42,1.49,60.57,22.52,230.0
2015-10-02,Delhi,97.62,220.56,52.53,9.77,1.58,64.01,26.24,286.0
2015-10-03,Delhi,103.58,293.23,54.93,11.41,1.72,47.52,24.31,266.0
2015-10-04,Delhi,145.97,335.82,62.84,15.08,2.26,44.92,34.91,369.0
2015-10-05,Delhi,180.52,347.95,75.42,17.32,3.15,45.8,36.94,375.0
2015-10-06,Delhi,151.57,355.56,65.07,11.35,2.19,42.22,41.76,411.0
2015-10-07,Delhi,144.04,305.35,57.05,11.15,1.73,49.32,37.01,383.0
2015-10-08,Delhi,148.44,291.66,58.32,12.13,1.96,66.62,29.59,388.0
2015-10-09,Delhi,130.22,284.27,65.15,15.27,2.5,63.16,27.47,351.0
2015-10-10,Delhi,147.71,287.93,61.29,13.94,2.48,58.24,29.69,320.0
2015-10-11,Delhi,111.34,246.3,51.83,12.01,2.02,62.02,30.83,296.0
2015-10-12,Delhi,100.7,232.58,52.92,14.75,1.98,65.55,33.46,312.0
2015-10-13,Delhi,97.67,189.31,48.92,11.84,1.89,73.28,35.14,260.0
2015-10-14,Delhi,75.81,155.25,43.47,10.89,1.61,67.89,28.75,204.0
2015-10-15,Delhi,95.24,199.77,60.8,10.84,2.13,77.91,31.11,218.0
2015-10-16,Delhi,148.29,301.61,68.24,11.98,2.07,84.74,33.05,356.0
2015-10-17,Delhi,90.66,137.89,20.29,7.56,1.62,44.21,6.78,388.0
2015-10-18,Delhi,156.71,263.15,41.09,10.14,1.63,71.1,21.49,298.0
2015-10-19,Delhi,170.28,312.88,61.67,16.24,2.08,92.96,33.27,392.0
2015-10-20,Delhi,198.1,336.47,74.62,16.73,2.17,101.74,36.75,428.0
2015-10-21,Delhi,158.04,265.39,46.9,15.64,2.98,79.5,37.48,384.0
2015-10-22,Delhi,116.98,213.49,32.96,13.27,2.6,48.74,22.53,292.0
2015-10-23,Delhi,143.73,289.01,67.38,21.35,2.05,69.55,30.27,343.0
2015-10-24,Delhi,169.22,341.7,71.38,18.2,3.07,47.92,34.26,383.0
2015-10-25,Delhi,147.65,281.8,56.46,13.81,1.78,65.83,28.26,374.0
2015-10-26,Delhi,101.61,214.37,47.8,20.57,1.58,85.73,23.85,263.0
2015-10-27,Delhi,113.2,260.46,49.25,21.2,1.74,63.88,26.14,334.0
2015-10-28,Delhi,112.89,254.24,43.78,18.61,2.07,71.98,22.81,333.0
2015-10-29,Delhi,95.72,183.08,57.74,24.29,1.89,73.26,25.55,262.0
2015-10-30,Delhi,108.4,156.58,42.63,18.92,2.29,60.56,28.72,236.0
2015-10-31,Delhi,245.97,274.06,35.11,17.66,1.74,42.32,35.77,340.0
2015-11-01,Delhi,277.53,379.38,60.17,28.58,2.41,84.99,51.64,415.0
2015-11-02,Delhi,232.4,361.0,68.4,31.66,2.05,136.67,42.75,420.0
2015-11-03,Delhi,244.78,385.66,82.74,29.19,2.09,99.91,45.66,407.0
2015-11-04,Delhi,293.49,401.49,87.47,31.58,2.54,114.43,56.81,454.0
2015-11-05,Delhi,161.78,234.94,63.78,21.21,1.76,75.71,45.99,388.0
2015-11-06,Delhi,153.33,260.04,58.13,20.9,2.56,69.95,46.52,276.0
2015-11-07,Delhi,353.86,496.61,86.59,19.96,2.76,107.69,67.43,483.0
2015-11-08,Delhi,217.55,356.92,75.98,31.77,2.84,103.4,49.64,451.0
2015-11-09,Delhi,201.44,364.2,79.2,40.75,2.01,108.12,55.64,378.0
2015-11-10,Delhi,249.95,452.96,84.89,33.72,2.64,115.45,69.34,439.0
2015-11-11,Delhi,219.68,408.52,55.72,25.96,1.5,89.58,48.34,431.0
2015-11-12,Delhi,258.48,398.16,54.69,28.58,1.84,75.26,47.57,421.0
2015-11-13,Delhi,291.66,469.38,61.66,21.15,1.75,101.14,50.58,454.0
2015-11-14,Delhi,221.68,377.4,60.05,21.27,1.72,90.08,48.04,450.0
2015-11-15,Delhi,214.24,342.13,83.62,22.68,2.1,101.15,49.4,367.0
2015-11-16,Delhi,184.02,323.56,85.03,21.27,2.26,94.79,60.07,383.0
2015-11-17,Delhi,136.22,280.47,57.11,17.53,2.1,71.44,41.89,347.0
2015-11-18,Delhi,188.09,367.46,74.39,21.78,2.3,86.88,45.24,369.0
2015-11-19,Delhi,238.69,397.16,96.62,25.59,2.87,101.68,55.18,392.0
2015-11-20,Delhi,271.42,470.08,101.44,26.81,3.28,124.74,64.78,455.0
2015-11-21,Delhi,293.73,467.32,97.76,23.06,2.96,114.3,63.08,450.0
2015-11-22,Delhi,247.27,450.96,92.32,20.77,2.73,116.29,63.4,478.0
2015-11-23,Delhi,266.95,419.98,105.29,24.92,3.49,132.26,74.83,431.0
2015-11-24,Delhi,241.61,424.09,88.74,19.65,2.6,113.35,67.9,440.0
2015-11-25,Delhi,149.14,312.85,54.63,15.97,1.98,81.11,35.62,376.0
2015-11-26,Delhi,182.5,317.46,69.29,21.35,1.84,93.71,40.68,347.0
2015-11-27,Delhi,193.58,343.26,71.35,19.49,1.71,90.46,57.48,343.0
2015-11-28,Delhi,172.89,294.29,47.21,17.09,1.43,70.51,60.1,362.0
2015-11-29,Delhi,190.46,342.59,51.84,20.73,1.88,67.97,59.13,319.0
